value,qualifiers,dateTime,station,parameter,param_code
18800.0,['P'],2026-03-06 00:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
16700.0,['P'],2026-03-06 00:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17600.0,['P'],2026-03-06 00:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18800.0,['P'],2026-03-06 00:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20100.0,['P'],2026-03-06 01:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
24200.0,['P'],2026-03-06 01:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26100.0,['P'],2026-03-06 01:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27400.0,['P'],2026-03-06 01:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27000.0,['P'],2026-03-06 02:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27900.0,['P'],2026-03-06 02:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27600.0,['P'],2026-03-06 02:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28400.0,['P'],2026-03-06 02:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27800.0,['P'],2026-03-06 03:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28200.0,['P'],2026-03-06 03:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28200.0,['P'],2026-03-06 03:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28500.0,['P'],2026-03-06 03:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28700.0,['P'],2026-03-06 04:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29300.0,['P'],2026-03-06 04:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29900.0,['P'],2026-03-06 04:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30600.0,['P'],2026-03-06 04:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30600.0,['P'],2026-03-06 05:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30000.0,['P'],2026-03-06 05:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30200.0,['P'],2026-03-06 05:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30400.0,['P'],2026-03-06 05:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30600.0,['P'],2026-03-06 06:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28500.0,['P'],2026-03-06 06:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25600.0,['P'],2026-03-06 06:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
24800.0,['P'],2026-03-06 06:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
24000.0,['P'],2026-03-06 07:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
23200.0,['P'],2026-03-06 07:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
22600.0,['P'],2026-03-06 07:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20600.0,['P'],2026-03-06 07:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20600.0,['P'],2026-03-06 08:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20100.0,['P'],2026-03-06 08:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20000.0,['P'],2026-03-06 08:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20600.0,['P'],2026-03-06 08:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19400.0,['P'],2026-03-06 09:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20400.0,['P'],2026-03-06 09:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20200.0,['P'],2026-03-06 09:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19200.0,['P'],2026-03-06 09:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18000.0,['P'],2026-03-06 10:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17300.0,['P'],2026-03-06 10:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18400.0,['P'],2026-03-06 10:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19100.0,['P'],2026-03-06 10:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
23000.0,['P'],2026-03-06 11:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25800.0,['P'],2026-03-06 11:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
23200.0,['P'],2026-03-06 11:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
22300.0,['P'],2026-03-06 11:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20100.0,['P'],2026-03-06 12:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19500.0,['P'],2026-03-06 12:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
21600.0,['P'],2026-03-06 12:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26400.0,['P'],2026-03-06 12:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28700.0,['P'],2026-03-06 13:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27900.0,['P'],2026-03-06 13:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30600.0,['P'],2026-03-06 13:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29800.0,['P'],2026-03-06 13:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29100.0,['P'],2026-03-06 14:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29900.0,['P'],2026-03-06 14:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30000.0,['P'],2026-03-06 14:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30400.0,['P'],2026-03-06 14:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30300.0,['P'],2026-03-06 15:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
31100.0,['P'],2026-03-06 15:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
31700.0,['P'],2026-03-06 15:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
32200.0,['P'],2026-03-06 15:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
32300.0,['P'],2026-03-06 16:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
32800.0,['P'],2026-03-06 16:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
32700.0,['P'],2026-03-06 16:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
32700.0,['P'],2026-03-06 16:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
32200.0,['P'],2026-03-06 17:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
32300.0,['P'],2026-03-06 17:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29700.0,['P'],2026-03-06 17:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28600.0,['P'],2026-03-06 17:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29300.0,['P'],2026-03-06 18:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25500.0,['P'],2026-03-06 18:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25900.0,['P'],2026-03-06 18:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26200.0,['P'],2026-03-06 18:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25300.0,['P'],2026-03-06 19:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25300.0,['P'],2026-03-06 19:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
22800.0,['P'],2026-03-06 19:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
22100.0,['P'],2026-03-06 19:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20500.0,['P'],2026-03-06 20:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18800.0,['P'],2026-03-06 20:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20900.0,['P'],2026-03-06 20:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18000.0,['P'],2026-03-06 20:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
15900.0,['P'],2026-03-06 21:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
14400.0,['P'],2026-03-06 21:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
13500.0,['P'],2026-03-06 21:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
13800.0,['P'],2026-03-06 21:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
14200.0,['P'],2026-03-06 22:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
16500.0,['P'],2026-03-06 22:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
14900.0,['P'],2026-03-06 22:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
14600.0,['P'],2026-03-06 22:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
12800.0,['P'],2026-03-06 23:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
13200.0,['P'],2026-03-06 23:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
13800.0,['P'],2026-03-06 23:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
13400.0,['P'],2026-03-06 23:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
14900.0,['P'],2026-03-07 00:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20000.0,['P'],2026-03-07 00:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
24700.0,['P'],2026-03-07 00:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
22400.0,['P'],2026-03-07 00:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
16000.0,['P'],2026-03-07 01:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17200.0,['P'],2026-03-07 01:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17000.0,['P'],2026-03-07 01:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17800.0,['P'],2026-03-07 01:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
24200.0,['P'],2026-03-07 02:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
23000.0,['P'],2026-03-07 02:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25900.0,['P'],2026-03-07 02:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27300.0,['P'],2026-03-07 02:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27500.0,['P'],2026-03-07 03:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26500.0,['P'],2026-03-07 03:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25000.0,['P'],2026-03-07 03:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26600.0,['P'],2026-03-07 03:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27700.0,['P'],2026-03-07 04:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26800.0,['P'],2026-03-07 04:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28000.0,['P'],2026-03-07 04:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28700.0,['P'],2026-03-07 04:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28800.0,['P'],2026-03-07 05:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29600.0,['P'],2026-03-07 05:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30000.0,['P'],2026-03-07 05:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29000.0,['P'],2026-03-07 05:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29500.0,['P'],2026-03-07 06:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28500.0,['P'],2026-03-07 06:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28000.0,['P'],2026-03-07 06:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26600.0,['P'],2026-03-07 06:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
23700.0,['P'],2026-03-07 07:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
23800.0,['P'],2026-03-07 07:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
23100.0,['P'],2026-03-07 07:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19800.0,['P'],2026-03-07 07:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19700.0,['P'],2026-03-07 08:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18100.0,['P'],2026-03-07 08:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17000.0,['P'],2026-03-07 08:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17500.0,['P'],2026-03-07 08:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18300.0,['P'],2026-03-07 09:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18900.0,['P'],2026-03-07 09:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
21900.0,['P'],2026-03-07 09:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17800.0,['P'],2026-03-07 09:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19700.0,['P'],2026-03-07 10:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18200.0,['P'],2026-03-07 10:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
16500.0,['P'],2026-03-07 10:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
15900.0,['P'],2026-03-07 10:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
13200.0,['P'],2026-03-07 11:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
14400.0,['P'],2026-03-07 11:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18400.0,['P'],2026-03-07 11:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20900.0,['P'],2026-03-07 11:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19600.0,['P'],2026-03-07 12:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19000.0,['P'],2026-03-07 12:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
18200.0,['P'],2026-03-07 12:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19600.0,['P'],2026-03-07 12:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20700.0,['P'],2026-03-07 13:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
22400.0,['P'],2026-03-07 13:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
24300.0,['P'],2026-03-07 13:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25800.0,['P'],2026-03-07 13:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26400.0,['P'],2026-03-07 14:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26700.0,['P'],2026-03-07 14:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26400.0,['P'],2026-03-07 14:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25400.0,['P'],2026-03-07 14:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25700.0,['P'],2026-03-07 15:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26500.0,['P'],2026-03-07 15:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26600.0,['P'],2026-03-07 15:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27500.0,['P'],2026-03-07 15:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
27800.0,['P'],2026-03-07 16:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28200.0,['P'],2026-03-07 16:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29500.0,['P'],2026-03-07 16:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
28500.0,['P'],2026-03-07 16:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
30100.0,['P'],2026-03-07 17:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29200.0,['P'],2026-03-07 17:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
29100.0,['P'],2026-03-07 17:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
26600.0,['P'],2026-03-07 17:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25800.0,['P'],2026-03-07 18:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25600.0,['P'],2026-03-07 18:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
25400.0,['P'],2026-03-07 18:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20600.0,['P'],2026-03-07 18:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
22600.0,['P'],2026-03-07 19:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
21800.0,['P'],2026-03-07 19:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
21100.0,['P'],2026-03-07 19:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
19600.0,['P'],2026-03-07 19:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17900.0,['P'],2026-03-07 20:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17400.0,['P'],2026-03-07 20:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17400.0,['P'],2026-03-07 20:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
16700.0,['P'],2026-03-07 20:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
15000.0,['P'],2026-03-07 21:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
15600.0,['P'],2026-03-07 21:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
11700.0,['P'],2026-03-07 21:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
12000.0,['P'],2026-03-07 21:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
11600.0,['P'],2026-03-07 22:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
11000.0,['P'],2026-03-07 22:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
9260.0,['P'],2026-03-07 22:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
9960.0,['P'],2026-03-07 22:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
10200.0,['P'],2026-03-07 23:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
10000.0,['P'],2026-03-07 23:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
11200.0,['P'],2026-03-07 23:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
12300.0,['P'],2026-03-07 23:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
12000.0,['P'],2026-03-08 00:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
12100.0,['P'],2026-03-08 00:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
11100.0,['P'],2026-03-08 00:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
11700.0,['P'],2026-03-08 00:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
13700.0,['P'],2026-03-08 01:00:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17500.0,['P'],2026-03-08 01:15:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
15700.0,['P'],2026-03-08 01:30:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
16000.0,['P'],2026-03-08 01:45:00-05:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
13400.0,['P'],2026-03-08 03:00:00-04:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
16000.0,['P'],2026-03-08 03:15:00-04:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17800.0,['P'],2026-03-08 03:30:00-04:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
17500.0,['P'],2026-03-08 03:45:00-04:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20600.0,['P'],2026-03-08 04:00:00-04:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
21300.0,['P'],2026-03-08 04:15:00-04:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20300.0,['P'],2026-03-08 04:30:00-04:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
20000.0,['P'],2026-03-08 04:45:00-04:00,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",Specific conductance,00095
